roll,pitch,yaw,timestamp
0.1,0.2,-0.05,1759267866.3809214
0.1,0.2,-0.05,1759267866.3833528
0.1,0.2,-0.05,1759267866.385998
0.1,0.2,-0.05,1759267866.3891828
0.1,0.2,-0.05,1759267866.3922331
0.1,0.2,-0.05,1759267866.3942983
0.1,0.2,-0.05,1759267866.397209
0.1,0.2,-0.05,1759267866.3999982
0.1,0.2,-0.04,1759267866.4033902
0.1,0.2,-0.04,1759267866.4063196
0.1,0.2,-0.04,1759267866.4095066
0.09,0.2,-0.04,1759267866.4122283
0.09,0.2,-0.04,1759267866.4152417
0.09,0.2,-0.04,1759267866.417844
0.09,0.2,-0.04,1759267866.4204154
0.09,0.2,-0.04,1759267866.4228706
0.09,0.2,-0.04,1759267866.426349
0.09,0.2,-0.04,1759267866.4284575
0.09,0.2,-0.04,1759267866.4312222
0.09,0.2,-0.04,1759267866.4345176
0.09,0.2,-0.04,1759267866.4377413
0.09,0.2,-0.04,1759267866.4406612
0.09,0.2,-0.04,1759267866.44346
0.09,0.2,-0.04,1759267866.4462492
0.09,0.2,-0.04,1759267866.4489102
0.09,0.2,-0.04,1759267866.451289
0.09,0.2,-0.04,1759267866.453617
0.09,0.2,-0.03,1759267866.4562416
0.09,0.2,-0.03,1759267866.458784
0.09,0.2,-0.03,1759267866.461527
0.09,0.2,-0.03,1759267866.4646764
0.09,0.2,-0.03,1759267866.4678404
0.09,0.2,-0.03,1759267866.471469
0.09,0.2,-0.03,1759267866.4751616
0.09,0.2,-0.03,1759267866.477894
0.09,0.2,-0.03,1759267866.4802516
0.09,0.2,-0.03,1759267866.4833922
0.09,0.2,-0.03,1759267866.486253
0.09,0.21,-0.03,1759267866.48864
0.09,0.21,-0.03,1759267866.4907715
0.09,0.21,-0.03,1759267866.493067
0.09,0.21,-0.03,1759267866.4961953
0.09,0.21,-0.03,1759267866.4991288
0.09,0.21,-0.03,1759267866.502148
0.09,0.21,-0.03,1759267866.5049784
0.09,0.21,-0.03,1759267866.5078206
0.09,0.21,-0.03,1759267866.5112202
0.09,0.21,-0.03,1759267866.5137956
0.09,0.21,-0.03,1759267866.5165167
0.09,0.21,-0.03,1759267866.5195465
0.09,0.21,-0.03,1759267866.522203
0.09,0.21,-0.03,1759267866.5255382
0.09,0.21,-0.03,1759267866.5281365
0.09,0.21,-0.03,1759267866.5308192
0.09,0.2,-0.03,1759267866.533468
0.09,0.2,-0.03,1759267866.5363626
0.09,0.2,-0.03,1759267866.539427
0.09,0.21,-0.03,1759267866.5420644
0.09,0.21,-0.03,1759267866.5458562
0.09,0.21,-0.03,1759267866.5486572
0.09,0.21,-0.03,1759267866.5513113
0.09,0.21,-0.03,1759267866.554622
0.09,0.21,-0.03,1759267866.5578265
0.09,0.2,-0.03,1759267866.5608382
0.09,0.2,-0.03,1759267866.5635753
0.09,0.2,-0.03,1759267866.5678658
0.09,0.2,-0.03,1759267866.5698557
0.09,0.2,-0.03,1759267866.5727522
0.09,0.2,-0.03,1759267866.576677
0.09,0.2,-0.03,1759267866.5796888
0.09,0.2,-0.03,1759267866.5830896
0.09,0.2,-0.03,1759267866.5860393
0.09,0.2,-0.03,1759267866.588258
0.09,0.2,-0.03,1759267866.5905323
0.09,0.2,-0.03,1759267866.593514
0.09,0.2,-0.03,1759267866.5982628
0.09,0.2,-0.03,1759267866.6014142
0.09,0.2,-0.03,1759267866.6042423
0.09,0.2,-0.03,1759267866.6076486
0.1,0.2,-0.03,1759267866.610479
0.09,0.2,-0.03,1759267866.6135416
0.09,0.2,-0.03,1759267866.61653
0.09,0.2,-0.03,1759267866.6187837
0.09,0.2,-0.03,1759267866.6212933
0.09,0.2,-0.03,1759267866.623624
0.1,0.2,-0.03,1759267866.626629
0.09,0.2,-0.03,1759267866.6287365
0.09,0.2,-0.03,1759267866.6312635
0.09,0.2,-0.03,1759267866.634165
0.1,0.2,-0.03,1759267866.636892
0.1,0.2,-0.03,1759267866.639588
0.1,0.2,-0.03,1759267866.6424048
0.1,0.2,-0.03,1759267866.64526
0.1,0.2,-0.03,1759267866.648393
0.1,0.2,-0.03,1759267866.6516886
0.1,0.2,-0.03,1759267866.6549337
0.1,0.2,-0.04,1759267866.6575265
0.1,0.2,-0.04,1759267866.660698
0.1,0.2,-0.04,1759267866.6636622
0.1,0.2,-0.04,1759267866.666802
0.1,0.2,-0.04,1759267866.669668
0.1,0.2,-0.04,1759267866.6729028
0.1,0.2,-0.04,1759267866.676397
0.1,0.2,-0.04,1759267866.679157
0.1,0.2,-0.04,1759267866.6824389
0.1,0.2,-0.04,1759267866.685475
0.1,0.2,-0.04,1759267866.6883364
0.1,0.2,-0.04,1759267866.6915667
0.1,0.2,-0.04,1759267866.694934
0.1,0.2,-0.04,1759267866.6983335
0.1,0.2,-0.04,1759267866.7017355
0.1,0.2,-0.04,1759267866.7046387
0.1,0.19,-0.04,1759267866.707755
0.1,0.2,-0.04,1759267866.7106218
0.1,0.19,-0.04,1759267866.713516
0.1,0.19,-0.04,1759267866.7163885
0.1,0.19,-0.04,1759267866.7186787
0.1,0.19,-0.04,1759267866.7214391
0.1,0.19,-0.04,1759267866.724029
0.1,0.19,-0.04,1759267866.726709
0.1,0.19,-0.04,1759267866.729008
0.1,0.19,-0.05,1759267866.7317288
0.1,0.19,-0.05,1759267866.7343438
0.1,0.19,-0.05,1759267866.737209
0.1,0.19,-0.05,1759267866.739206
0.1,0.19,-0.05,1759267866.741715
0.1,0.19,-0.05,1759267866.7443774
0.1,0.19,-0.05,1759267866.7470858
0.1,0.19,-0.05,1759267866.7495542
0.1,0.19,-0.05,1759267866.7518885
0.1,0.19,-0.05,1759267866.7545612
0.1,0.19,-0.05,1759267866.7572737
0.1,0.19,-0.05,1759267866.76066
0.1,0.19,-0.05,1759267866.763047
0.1,0.19,-0.05,1759267866.7664492
0.1,0.19,-0.05,1759267866.7692802
0.1,0.19,-0.05,1759267866.7716565
0.1,0.19,-0.05,1759267866.774383
0.1,0.19,-0.05,1759267866.777277
0.1,0.19,-0.05,1759267866.7799115
0.1,0.19,-0.05,1759267866.7825272
0.1,0.19,-0.05,1759267866.7851467
0.1,0.19,-0.05,1759267866.787766
0.1,0.19,-0.05,1759267866.790386
0.1,0.19,-0.06,1759267866.7929635
0.1,0.19,-0.06,1759267866.7965133
0.1,0.19,-0.06,1759267866.7993035
0.1,0.19,-0.06,1759267866.8027074
0.1,0.19,-0.06,1759267866.8048816
0.1,0.19,-0.06,1759267866.8072357
0.1,0.19,-0.06,1759267866.8095546
0.1,0.19,-0.06,1759267866.8127604
0.1,0.19,-0.06,1759267866.8158953
0.1,0.19,-0.06,1759267866.818463
0.1,0.19,-0.06,1759267866.82103
0.1,0.19,-0.06,1759267866.8235772
0.1,0.19,-0.06,1759267866.8263328
0.1,0.19,-0.06,1759267866.8292978
0.1,0.19,-0.06,1759267866.8323717
0.1,0.19,-0.06,1759267866.835474
0.1,0.19,-0.06,1759267866.8385055
0.1,0.19,-0.06,1759267866.8406284
0.1,0.19,-0.06,1759267866.8432925
0.1,0.19,-0.06,1759267866.846463
0.1,0.19,-0.06,1759267866.8491154
0.1,0.19,-0.06,1759267866.8517594
0.1,0.19,-0.06,1759267866.8542888
0.1,0.19,-0.06,1759267866.8569818
0.1,0.19,-0.06,1759267866.8600812
