-14.606300	25.818700	-22.050000
-11.400000	26.535900	-22.050000
-17.278100	23.487900	-30.146500
-13.181300	28.328900	-26.184400
-13.181300	28.328900	-26.184400
-13.181300	30.480500	-32.385900
-22.978100	30.659800	-34.969900
-15.853100	33.887100	-37.037100
-15.853100	34.245700	-39.104300
-15.853100	34.245700	-39.104300
-21.553100	34.245700	-42.205100
-12.825000	39.445300	-41.688300
-19.415600	40.341800	-43.927700
-21.553100	42.852000	-45.994900
-21.553100	42.852000	-45.994900
-19.059400	43.927700	-50.473800
-19.593800	46.617200	-45.822700
-22.800000	51.278900	-45.478100
-24.581300	49.844500	-45.822700
-24.581300	49.844500	-45.822700
-17.100000	53.430500	-45.822700
-21.018800	52.354700	-44.444500
-21.018800	52.354700	-44.444500
-21.018800	52.354700	-44.444500
-21.018800	52.354700	-44.444500
-21.018800	52.354700	-44.444500
-21.018800	52.354700	-44.444500
-17.812500	67.415600	-42.721900
-22.443800	68.132800	-38.587500
-23.334400	70.822300	-29.802000
-23.334400	70.822300	-29.802000
-19.415600	69.029300	-25.667600
-22.621900	66.877700	-21.188700
-21.909400	65.802000	-18.087900
-16.743800	63.829700	-13.436700
-16.743800	63.829700	-13.436700
-21.553100	58.630100	-8.785500
-17.634400	53.251200	-8.441000
-16.209400	47.513700	-7.752000
-16.387500	45.182800	-5.512500
-16.387500	45.182800	-5.512500
-14.071900	42.852000	-6.718400
-12.290600	39.983200	-9.474600
-15.496900	38.907400	-6.718400
-13.003100	42.134800	-5.684800
-13.003100	42.134800	-5.684800
-9.796900	40.341800	-0.516800
-10.153100	39.983200	-4.651200
-9.975000	36.935200	-5.512500
-2.137500	40.879700	2.067200
-2.137500	40.879700	2.067200
-3.028100	37.114500	2.584000
8.728100	41.776200	4.995700
9.084400	37.114500	3.617600
14.784400	42.852000	7.062900
14.784400	42.852000	7.062900
18.703100	44.644900	4.306600
22.800000	41.596900	6.201600
29.568800	41.955500	-0.344500
28.143800	38.369500	-4.823400
28.143800	38.369500	-4.823400
32.240600	39.624600	-10.163700
35.981300	39.445300	-10.680500
41.681200	41.238300	-19.293700
40.434400	41.059000	-26.356600
40.434400	41.059000	-26.356600
37.050000	39.803900	-35.831300
38.653100	40.341800	-40.137900
36.515600	41.417600	-44.272300
29.390600	40.341800	-48.751200
26.896900	40.341800	-52.541000
26.896900	40.341800	-52.541000
23.868800	41.238300	-58.914800
11.578100	39.624600	-61.498800
12.646900	44.644900	-62.877000
3.918800	41.955500	-62.704700
3.918800	41.955500	-62.704700
1.603100	46.437900	-63.566000
-3.918800	49.844500	-62.015600
-4.453100	52.534000	-61.498800
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-10.865600	53.251200	-59.431600
-24.225000	46.258600	-18.604700
-24.225000	46.258600	-18.604700
-19.237500	39.445300	-18.604700
-19.237500	41.238300	-15.848400
-21.375000	41.596900	-14.470300
-11.756200	43.031200	-7.579700
-11.756200	43.031200	-7.579700
-15.318700	47.693000	-9.302300
-17.990600	39.266000	-11.886300
-12.290600	34.604300	-11.541800
-15.318700	34.425000	-15.848400
-15.318700	34.425000	-15.848400
-19.771900	36.397300	-14.298000
-18.525000	33.349200	-13.781200
-16.565600	28.508200	-21.877700
-13.537500	31.914800	-17.226600
-20.840600	25.639500	-23.600400
-20.840600	25.639500	-23.600400
-13.181300	30.839100	-26.528900
-13.715600	24.922300	-40.137900
-15.140600	30.301200	-37.381600
-20.840600	32.811300	-40.827000
-20.840600	32.811300	-40.827000
-12.290600	34.245700	-45.305900
-20.840600	38.907400	-48.062100
-17.634400	38.548800	-49.440200
-22.087500	43.748400	-51.335200
-22.087500	43.748400	-51.335200
-16.031200	44.824200	-51.335200
-17.278100	46.079300	-50.473800
-13.893800	51.637500	-53.057800
-13.715600	55.761300	-51.852000
-13.715600	55.761300	-51.852000
-9.975000	54.864800	-54.435900
-16.565600	51.458200	-53.574600
-14.071900	56.119900	-50.473800
-16.743800	56.657800	-50.646100
-16.743800	56.657800	-50.646100
-14.606300	64.546900	-46.511700
-21.018800	63.112500	-41.343800
-21.375000	69.567200	-35.142200
-21.018800	67.774200	-29.285200
-21.018800	67.774200	-29.285200
-24.225000	65.622700	-23.772700
-20.662500	62.036700	-16.882000
-21.018800	61.678100	-12.403100
-19.771900	58.630100	-12.919900
-19.771900	58.630100	-12.919900
-14.784400	61.140200	-10.508200
-14.606300	58.450800	-7.579700
-13.715600	57.195700	-8.441000
-16.209400	52.175400	-11.197300
-16.209400	52.175400	-11.197300
-17.100000	51.996100	-8.957800
-14.428100	48.948000	-5.684800
-14.071900	44.644900	-5.684800
-22.443800	42.314100	-8.268800
-22.443800	42.314100	-8.268800
-12.646900	39.266000	-5.340200
-18.525000	39.445300	-7.924200
-11.043800	37.293700	-6.890600
-17.100000	31.197700	-9.646900
-10.331300	32.990600	-4.134400
-10.331300	32.990600	-4.134400
-7.659400	28.866800	-7.407400
-6.946900	28.508200	-5.684800
0.178100	22.412100	-8.096500
0.178100	22.412100	-8.096500
0.178100	22.412100	-8.096500
0.178100	22.412100	-8.096500
0.178100	22.412100	-8.096500
0.178100	22.412100	-8.096500
35.268800	44.824200	-4.134400
35.268800	44.824200	-4.134400
35.268800	44.824200	-4.134400
35.268800	44.824200	-4.134400
27.075000	62.395300	-3.100800
23.156200	70.643000	0.344500
23.156200	70.643000	0.344500
13.893800	73.511700	3.789800
13.537500	71.360200	-5.512500
17.100000	73.153100	-4.478900
16.921900	72.256600	-6.029300
16.921900	72.256600	-6.029300
19.059400	69.029300	-2.928500
15.318700	72.794500	-5.168000
10.153100	69.387900	0.861300
5.521900	74.408200	2.239500
5.521900	74.408200	2.239500
-1.603100	75.125400	-7.407400
-13.893800	73.511700	-6.890600
-15.675000	67.057000	-6.546100
-18.525000	57.016400	-8.268800
-18.525000	57.016400	-8.268800
-20.840600	47.155100	-15.676200
-20.662500	37.293700	-18.604700
-20.128100	33.887100	-13.264500
-14.428100	34.604300	-10.852700
-14.428100	34.604300	-10.852700
-9.440600	24.922300	-16.020700
-4.987500	20.439800	-17.226600
-2.671900	16.674600	-26.012100
0.534400	18.826200	-30.146500
0.534400	18.826200	-30.146500
-1.425000	20.798400	-24.461700
-1.781200	18.646900	-23.772700
-0.712500	19.005500	-13.781200
-2.137500	28.687500	-7.924200
-8.906200	32.990600	-5.168000
-8.906200	32.990600	-5.168000
-16.209400	37.114500	-8.096500
-18.525000	39.086700	-15.159400
-27.965600	49.306600	-23.255900
-21.731200	55.223400	-35.486700
-21.731200	55.223400	-35.486700
-20.306300	59.885200	-40.654700
-15.140600	62.216000	-47.373000
-7.837500	60.602300	-50.646100
-13.003100	53.968400	-57.019900
-13.003100	53.968400	-57.019900
-6.946900	52.892600	-57.709000
-12.112500	51.996100	-55.125000
-12.646900	57.554300	-57.709000
-11.043800	61.319500	-58.570300
-11.043800	61.319500	-58.570300
-6.768700	65.981300	-52.368700
-22.087500	59.168000	-37.209400
-21.196900	56.478500	-20.844100
-29.746900	51.099600	-19.121500
-29.746900	51.099600	-19.121500
-20.128100	52.534000	-9.474600
-23.156200	52.713300	-8.268800
-15.496900	54.685500	-2.584000
-16.209400	51.099600	-4.306600
-16.209400	51.099600	-4.306600
-14.962500	55.940600	-3.100800
-17.100000	54.147700	-5.857000
-19.415600	53.609800	-3.273000
