timestamp,desp
2025-07-19T08:06:00.581317,1.01
2025-07-19T08:06:00.653836,0.99
2025-07-19T08:06:00.729653,0.96
2025-07-19T08:06:00.805758,0.92
2025-07-19T08:06:00.897360,0.9
2025-07-19T08:06:00.967056,0.88
2025-07-19T08:06:01.033359,0.87
2025-07-19T08:06:01.118850,0.87
2025-07-19T08:06:01.185071,0.85
2025-07-19T08:06:01.257234,0.84
2025-07-19T08:06:01.330374,0.8200000000000001
2025-07-19T08:06:01.397078,0.8200000000000001
2025-07-19T08:06:01.477117,0.8
2025-07-19T08:06:01.548793,0.81
2025-07-19T08:06:01.620113,0.79
2025-07-19T08:06:01.686682,0.8
2025-07-19T08:06:01.763981,0.79
2025-07-19T08:06:01.853722,0.78
2025-07-19T08:06:01.960654,0.79
2025-07-19T08:06:02.102755,0.78
2025-07-19T08:06:02.191071,0.77
2025-07-19T08:06:02.267009,0.77
2025-07-19T08:06:02.352641,0.77
2025-07-19T08:06:02.427273,0.77
2025-07-19T08:06:02.500788,0.77
2025-07-19T08:06:02.575481,0.77
2025-07-19T08:06:02.649487,0.78
2025-07-19T08:06:02.730341,0.78
2025-07-19T08:06:02.805474,0.78
2025-07-19T08:06:02.874020,0.78
2025-07-19T08:06:02.956667,0.78
2025-07-19T08:06:03.060392,0.78
2025-07-19T08:06:03.131830,0.78
2025-07-19T08:06:03.208328,0.78
2025-07-19T08:06:03.277096,0.78
2025-07-19T08:06:03.370917,0.79
2025-07-19T08:06:03.480573,0.78
2025-07-19T08:06:03.559181,0.78
2025-07-19T08:06:03.636575,0.79
2025-07-19T08:06:03.716883,0.78
2025-07-19T08:06:03.793738,0.79
2025-07-19T08:06:03.871669,0.8
2025-07-19T08:06:03.947082,0.8
2025-07-19T08:06:04.019047,0.8
2025-07-19T08:06:04.088558,0.8
2025-07-19T08:06:04.189340,0.8
2025-07-19T08:06:04.287829,0.8
2025-07-19T08:06:04.372567,0.8
2025-07-19T08:06:04.460502,0.8
2025-07-19T08:06:04.526792,0.81
2025-07-19T08:06:04.596959,0.81
2025-07-19T08:06:04.667358,0.83
2025-07-19T08:06:04.751747,0.86
2025-07-19T08:06:04.831969,0.88
2025-07-19T08:06:04.901979,0.89
2025-07-19T08:06:04.972875,0.9
2025-07-19T08:06:05.054855,0.94
2025-07-19T08:06:05.121738,0.97
2025-07-19T08:06:05.233128,0.97
2025-07-19T08:06:05.317084,1.0
2025-07-19T08:06:05.388351,1.01
2025-07-19T08:06:05.471565,1.03
2025-07-19T08:06:05.543466,1.06
2025-07-19T08:06:05.629995,1.09
2025-07-19T08:06:05.714776,1.12
2025-07-19T08:06:05.813611,1.13
2025-07-19T08:06:05.895307,1.13
2025-07-19T08:06:05.961425,1.13
2025-07-19T08:06:06.029987,1.1400000000000001
2025-07-19T08:06:06.104216,1.1400000000000001
2025-07-19T08:06:06.175490,1.15
2025-07-19T08:06:06.252712,1.15
2025-07-19T08:06:06.319589,1.16
2025-07-19T08:06:06.394290,1.16
2025-07-19T08:06:06.462497,1.16
2025-07-19T08:06:06.531933,1.15
2025-07-19T08:06:06.616520,1.16
2025-07-19T08:06:06.699112,1.16
2025-07-19T08:06:06.775417,1.17
2025-07-19T08:06:06.850005,1.16
2025-07-19T08:06:06.931955,1.16
2025-07-19T08:06:07.009074,1.16
2025-07-19T08:06:07.082233,1.15
2025-07-19T08:06:07.161941,1.16
2025-07-19T08:06:07.239885,1.17
2025-07-19T08:06:07.349705,1.16
2025-07-19T08:06:07.415026,1.16
2025-07-19T08:06:07.484968,1.17
2025-07-19T08:06:07.568147,1.18
2025-07-19T08:06:07.666253,1.19
2025-07-19T08:06:07.769910,1.21
2025-07-19T08:06:07.854047,1.23
2025-07-19T08:06:07.954771,1.23
2025-07-19T08:06:08.047049,1.25
2025-07-19T08:06:08.129898,1.27
2025-07-19T08:06:08.207963,1.29
2025-07-19T08:06:08.282465,1.3
2025-07-19T08:06:08.361629,1.31
2025-07-19T08:06:08.447709,1.33
2025-07-19T08:06:08.528322,1.33
2025-07-19T08:06:08.598249,1.33
2025-07-19T08:06:08.687998,1.34
2025-07-19T08:06:08.764317,1.34
2025-07-19T08:06:08.844147,1.34
2025-07-19T08:06:08.920280,1.34
2025-07-19T08:06:09.008500,1.34
2025-07-19T08:06:09.101685,1.3599999999999999
2025-07-19T08:06:09.183149,1.3599999999999999
2025-07-19T08:06:09.255443,1.3599999999999999
2025-07-19T08:06:09.341550,1.3599999999999999
2025-07-19T08:06:09.414606,1.3599999999999999
2025-07-19T08:06:09.487211,1.37
2025-07-19T08:06:09.587299,1.38
2025-07-19T08:06:09.667993,1.4100000000000001
2025-07-19T08:06:09.743588,1.4100000000000001
2025-07-19T08:06:09.814533,1.4100000000000001
2025-07-19T08:06:09.885814,1.43
2025-07-19T08:06:09.968248,1.45
2025-07-19T08:06:10.038636,1.47
2025-07-19T08:06:10.123725,1.49
2025-07-19T08:06:10.202064,1.5
2025-07-19T08:06:10.295409,1.51
2025-07-19T08:06:10.372498,1.53
2025-07-19T08:06:10.446180,1.56
2025-07-19T08:06:10.536407,1.56
2025-07-19T08:06:10.627121,1.58
2025-07-19T08:06:10.706977,1.6
2025-07-19T08:06:10.794252,1.6099999999999999
2025-07-19T08:06:10.875092,1.62
2025-07-19T08:06:10.946174,1.65
2025-07-19T08:06:11.023696,1.6600000000000001
2025-07-19T08:06:11.111306,1.67
2025-07-19T08:06:11.191091,1.71
2025-07-19T08:06:11.262059,1.71
2025-07-19T08:06:11.341542,1.72
2025-07-19T08:06:11.427461,1.73
2025-07-19T08:06:11.516675,1.76
2025-07-19T08:06:11.617220,1.77
2025-07-19T08:06:11.702825,1.78
2025-07-19T08:06:11.772916,1.78
2025-07-19T08:06:11.856234,1.79
2025-07-19T08:06:11.948138,1.82
2025-07-19T08:06:12.022556,1.83
2025-07-19T08:06:12.118380,1.82
2025-07-19T08:06:12.284984,1.82
2025-07-19T08:06:12.372513,1.82
2025-07-19T08:06:12.456246,1.82
2025-07-19T08:06:12.546094,1.81
2025-07-19T08:06:12.628410,1.82
2025-07-19T08:06:12.703330,1.83
2025-07-19T08:06:12.776261,1.81
2025-07-19T08:06:12.857045,1.83
2025-07-19T08:06:12.946816,1.82
2025-07-19T08:06:13.035279,1.79
2025-07-19T08:06:13.128895,1.77
2025-07-19T08:06:13.216525,1.78
2025-07-19T08:06:13.289776,1.75
2025-07-19T08:06:13.356143,1.76
2025-07-19T08:06:13.431627,1.73
2025-07-19T08:06:13.506059,1.72
2025-07-19T08:06:13.585292,1.69
2025-07-19T08:06:13.659630,1.67
2025-07-19T08:06:13.733529,1.6600000000000001
2025-07-19T08:06:13.826097,1.63
2025-07-19T08:06:13.911280,1.62
2025-07-19T08:06:13.988233,1.58
2025-07-19T08:06:14.074801,1.55
2025-07-19T08:06:14.163274,1.51
2025-07-19T08:06:14.245694,1.49
2025-07-19T08:06:14.330043,1.48
2025-07-19T08:06:14.408023,1.44
2025-07-19T08:06:14.479764,1.42
2025-07-19T08:06:14.568286,1.38
2025-07-19T08:06:14.651524,1.3599999999999999
2025-07-19T08:06:14.753880,1.32
2025-07-19T08:06:14.829014,1.29
2025-07-19T08:06:14.912932,1.27
2025-07-19T08:06:15.015389,1.23
2025-07-19T08:06:15.130237,1.2
2025-07-19T08:06:15.243757,1.17
2025-07-19T08:06:15.317058,1.15
2025-07-19T08:06:15.391286,1.1400000000000001
2025-07-19T08:06:15.467347,1.09
2025-07-19T08:06:15.544263,1.05
2025-07-19T08:06:15.633230,1.0
2025-07-19T08:06:15.721235,0.96
2025-07-19T08:06:15.810624,0.95
2025-07-19T08:06:15.903915,0.91
2025-07-19T08:06:15.994447,0.88
2025-07-19T08:06:16.084703,0.87
2025-07-19T08:06:16.160069,0.87
2025-07-19T08:06:16.226672,0.83
2025-07-19T08:06:16.301550,0.8
2025-07-19T08:06:16.383349,0.8
2025-07-19T08:06:16.463915,0.77
2025-07-19T08:06:16.551251,0.77
2025-07-19T08:06:16.647170,0.77
2025-07-19T08:06:16.730094,0.77
2025-07-19T08:06:16.824423,0.78
2025-07-19T08:06:16.913688,0.79
2025-07-19T08:06:17.008075,0.8
2025-07-19T08:06:17.100474,0.8200000000000001
2025-07-19T08:06:17.186461,0.83
2025-07-19T08:06:17.289817,0.85
2025-07-19T08:06:17.372554,0.87
2025-07-19T08:06:17.443173,0.9299999999999999
2025-07-19T08:06:17.538200,1.03
2025-07-19T08:06:17.625868,1.09
2025-07-19T08:06:17.707756,1.19
2025-07-19T08:06:17.783865,1.25
2025-07-19T08:06:17.858623,1.28
2025-07-19T08:06:17.944612,1.31
2025-07-19T08:06:18.034187,1.34
2025-07-19T08:06:18.115129,1.32
2025-07-19T08:06:18.202185,1.31
2025-07-19T08:06:18.271810,1.31
2025-07-19T08:06:18.346494,1.3
2025-07-19T08:06:18.429284,1.38
2025-07-19T08:06:18.514024,1.46
2025-07-19T08:06:18.609379,1.55
2025-07-19T08:06:18.709632,1.62
2025-07-19T08:06:18.794190,1.73
2025-07-19T08:06:18.875751,1.8
2025-07-19T08:06:18.957600,1.8399999999999999
2025-07-19T08:06:19.043043,1.8599999999999999
2025-07-19T08:06:19.142199,1.85
2025-07-19T08:06:19.231464,1.83
2025-07-19T08:06:19.302966,1.83
2025-07-19T08:06:19.396814,1.83
2025-07-19T08:06:19.479671,1.82
2025-07-19T08:06:19.597055,1.8
2025-07-19T08:06:19.687546,1.76
2025-07-19T08:06:19.758256,1.71
2025-07-19T08:06:19.842634,1.6400000000000001
2025-07-19T08:06:19.922756,1.58
2025-07-19T08:06:20.012144,1.44
2025-07-19T08:06:20.092093,1.3900000000000001
2025-07-19T08:06:20.183766,1.34
2025-07-19T08:06:20.268399,1.27
2025-07-19T08:06:20.339947,1.21
2025-07-19T08:06:20.422784,1.19
2025-07-19T08:06:20.505484,1.1400000000000001
2025-07-19T08:06:20.583584,1.1
2025-07-19T08:06:20.668485,1.06
2025-07-19T08:06:20.751197,1.04
2025-07-19T08:06:20.831177,1.05
2025-07-19T08:06:20.923563,1.03
2025-07-19T08:06:21.014023,1.04
2025-07-19T08:06:21.089081,1.03
2025-07-19T08:06:21.178779,1.04
2025-07-19T08:06:21.265116,1.02
2025-07-19T08:06:21.340517,1.02
2025-07-19T08:06:21.423251,1.0
2025-07-19T08:06:21.513425,0.97
2025-07-19T08:06:21.595639,0.97
2025-07-19T08:06:21.724936,0.95
2025-07-19T08:06:21.839564,0.94
2025-07-19T08:06:21.938295,0.92
2025-07-19T08:06:22.020566,0.9
2025-07-19T08:06:22.094928,0.86
2025-07-19T08:06:22.172299,0.85
2025-07-19T08:06:22.255248,0.88
2025-07-19T08:06:22.355695,0.9
2025-07-19T08:06:22.448699,0.94
2025-07-19T08:06:22.528978,0.98
2025-07-19T08:06:22.614782,1.01
2025-07-19T08:06:22.689320,1.02
2025-07-19T08:06:22.780927,1.05
2025-07-19T08:06:22.855982,1.05
2025-07-19T08:06:22.949223,1.06
2025-07-19T08:06:23.055707,1.06
2025-07-19T08:06:23.154588,1.07
2025-07-19T08:06:23.231770,1.08
2025-07-19T08:06:23.311361,1.1
2025-07-19T08:06:23.395596,1.11
2025-07-19T08:06:23.475191,1.11
2025-07-19T08:06:23.554468,1.1
2025-07-19T08:06:23.651891,1.12
2025-07-19T08:06:23.740074,1.13
2025-07-19T08:06:23.812482,1.13
